edro,1.0,Male 
ina,1.0,Male 
era,1.0,Male 
rre,1.0,Male 
est,1.0,Male 
diy,1.0,Male 
ard,2.0,Male 
lmor,1.0,Male 
tor,1.0,Male 
una,1.0,Male 
dra,1.0,Male 
her,1.0,Male 
ancy,1.0,Male 
mad,1.0,Male 
ley,1.0,Male 
red,1.0,Male 
ong,1.0,Male 
tte,1.0,Male 
ert,2.0,Male 
avid,2.0,Male 
elia,1.0,Male 
ala,1.0,Male 
ilo,1.0,Male 
ina,1.0,Male 
luz,1.0,Male 
mir,1.0,Male 
iam,2.0,Male 
elo,1.0,Male 
der,1.0,Male 
lle,1.0,Male 
ton,1.0,Male 
sia,1.0,Male 
nda,1.0,Male 
avid,2.0,Male 
ela,1.0,Male 
ewis,1.0,Male 
nca,1.0,Male 
ian,1.0,Male 
nce,1.0,Male 
uro,1.0,Male 
nne,1.0,Male 
onya,1.0,Male 
eina,1.0,Male 
nie,1.0,Male 
her,1.0,Male 
oshe,1.0,Male 
ndo,1.0,Male 
arry,1.0,Male 
ael,3.0,Male 
opha,1.0,Male 
eth,1.0,Male 
huy,1.0,Male 
lena,1.0,Male 
gio,1.0,Male 
hwa,1.0,Male 
iane,1.0,Male 
edo,1.0,Male 
inda,1.0,Male 
via,1.0,Male 
van,1.0,Male 
rly,1.0,Male 
obyn,1.0,Male 
ine,2.0,Male 
ver,1.0,Male 
mas,1.0,Male 
ven,1.0,Male 
ita,1.0,Male 
ard,2.0,Male 
erry,1.0,Male 
usan,1.0,Male 
esse,1.0,Male 
ong,1.0,Male 
ael,3.0,Male 
eth,1.0,Male 
cio,1.0,Male 
nce,1.0,Male 
iam,2.0,Male 
cey,1.0,Male 
ert,2.0,Male 
her,1.0,Male 
aura,1.0,Male 
din,1.0,Male 
iel,2.0,Male 
cca,1.0,Male 
chi,1.0,Male 
sue,1.0,Male 
ario,1.0,Male 
sar,1.0,Male 
lor,1.0,Male 
ina,1.0,Male 
elly,1.0,Male 
ydia,1.0,Male 
ony,1.0,Male 
ard,2.0,Male 
cott,1.0,Male 
avid,2.0,Male 
avid,2.0,Male 
hen,1.0,Male 
ian,1.0,Male 
ebra,1.0,Male 
ita,1.0,Male 
hua,1.0,Male 
nita,1.0,Male 
nia,1.0,Male 
ebra,1.0,Male 
arah,1.0,Male 
avid,2.0,Male 
ina,1.0,Male 
hur,1.0,Male 
iel,2.0,Male 
non,1.0,Male 
llen,1.0,Male 
gan,1.0,Male 
ele,1.0,Male 
aria,1.0,Male 
rdo,1.0,Male 
ard,2.0,Male 
enny,1.0,Male 
ard,2.0,Male 
her,1.0,Male 
aron,1.0,Male 
ald,2.0,Male 
rris,1.0,Male 
ola,1.0,Male 
ila,1.0,Male 
aria,1.0,Male 
hew,1.0,Male 
ine,2.0,Male 
le,1.0,Male 
ert,2.0,Male 
ire,1.0,Male 
ela,1.0,Male 
ogan,1.0,Male 
yee,1.0,Male 
ed,1.0,Male 
hawn,1.0,Male 
evin,1.0,Male 
osie,1.0,Male 
ine,2.0,Male 
cia,1.0,Male 
een,1.0,Male 
ndo,1.0,Male 
los,1.0,Male 
rank,1.0,Male 
tos,1.0,Male 
osie,1.0,Male 
eth,1.0,Male 
oman,1.0,Male 
rly,1.0,Male 
lyse,1.0,Male 
arry,1.0,Male 
ria,1.0,Male 
ent,1.0,Male 
arry,1.0,Male 
und,1.0,Male 
amam,1.0,Male 
iam,2.0,Male 
oris,1.0,Male 
ine,2.0,Male 
avid,2.0,Male 
lle,1.0,Male 
uel,1.0,Male 
icky,1.0,Male 
ine,2.0,Male 
non,1.0,Male 
onna,1.0,Male 
egan,1.0,Male 
lle,1.0,Male 
ick,1.0,Male 
eph,2.0,Male 
faq,1.0,Male 
ina,1.0,Male 
oris,1.0,Male 
ael,3.0,Male 
gie,1.0,Male 
ick,1.0,Male 
runa,1.0,Male 
rre,1.0,Male 
ald,2.0,Male 
ason,1.0,Male 
amon,1.0,Male 
teve,1.0,Male 
obyn,1.0,Male 
bo,1.0,Male 
aime,1.0,Male 
ina,1.0,Male 
ith,1.0,Male 
ydia,1.0,Male 
ngel,1.0,Male 
elly,1.0,Male 
avid,2.0,Male 
ert,2.0,Male 
nni,1.0,Male 
ames,2.0,Male 
ine,2.0,Male 
ish,1.0,Male 
ael,3.0,Male 
aria,1.0,Male 
tor,1.0,Male 
lie,1.0,Male 
yron,1.0,Male 
zon,1.0,Male 
iana,1.0,Male 
iam,2.0,Male 
ise,1.0,Male 
les,1.0,Male 
isa,1.0,Male 
ndi,1.0,Male 
evin,1.0,Male 
neka,0.0,Male 
nna,1.0,Male 
lle,1.0,Male 
lyn,1.0,Male 
ald,2.0,Male 
eter,1.0,Male 
lie,1.0,Male 
rey,1.0,Male 
ial,1.0,Male 
thy,1.0,Male 
ucia,1.0,Male 
inky,1.0,Male 
sam,1.0,Male 
otus,0.0,Male 
iam,2.0,Male 
ste,1.0,Male 
